,order_id,order_value,promo_type
10242,88986559,26,no_promo
10243,89044613,16,SALE15
10244,89018828,22,no_promo
10245,89022523,53,no_promo
10246,89035037,29,no_promo
10247,89052344,24,no_promo
10248,89035626,31,no_promo
10249,88983501,24,no_promo
10250,88987296,27,no_promo
10251,89042954,30,no_promo
10252,89055850,18,no_promo
10253,89044278,44,no_promo
10254,89042671,25,no_promo
10255,89061751,40,no_promo
10256,88983449,34,no_promo
10257,89058595,23,no_promo
10258,89010098,22,no_promo
10259,89073252,30,no_promo
10260,89032044,44,no_promo
10261,89013433,32,no_promo
10262,89032800,30,no_promo
10263,89041455,31,no_promo
10264,89004803,21,no_promo
10265,89066953,22,no_promo
10266,89067713,35,no_promo
10267,89000585,14,no_promo
10268,89018318,21,no_promo
10269,89011875,50,no_promo
10270,89012583,31,SALE15
10271,89051059,24,no_promo
10272,89070360,23,no_promo
10273,89028312,28,no_promo
10274,89046932,29,no_promo
10275,89003168,27,no_promo
10276,88991377,24,no_promo
10277,88985596,32,no_promo
10278,89065950,30,no_promo
10279,89020495,28,no_promo
10280,88980023,32,no_promo
10281,89052587,27,no_promo
10282,88986963,52,no_promo
10283,89019205,4,no_promo
10284,89042538,17,no_promo
10285,88989733,32,no_promo
10286,89000843,32,no_promo
10287,88993361,27,no_promo
10288,89059749,37,no_promo
10289,89035859,36,no_promo
10290,88978588,28,no_promo
10291,89072166,42,no_promo
10292,89008201,23,no_promo
10293,89011003,19,no_promo
10294,89062450,33,no_promo
10295,89033353,29,no_promo
10296,89041759,31,no_promo
10297,88990896,42,no_promo
10298,89014389,39,no_promo
10299,89060917,27,SALE15
10300,88982473,23,no_promo
10301,89066205,26,no_promo
10302,89017899,18,no_promo
10303,89008511,40,no_promo
10304,89066495,37,no_promo
10305,89004822,30,no_promo
10306,89011646,26,no_promo
10307,89003775,39,no_promo
10308,89016991,20,no_promo
10309,89023908,39,no_promo
10310,89074837,22,no_promo
10311,89023030,27,no_promo
10312,89020606,39,no_promo
10313,89018002,35,no_promo
10314,89001790,32,no_promo
10315,89013360,28,no_promo
10316,88987521,54,no_promo
10317,89027294,23,SALE15
10318,89063864,19,no_promo
10319,89015892,25,no_promo
10320,89032246,32,SALE15
10321,89068750,34,no_promo
10322,89029045,44,SALE15
10323,89069316,36,no_promo
10324,89036963,36,no_promo
10325,88991597,41,no_promo
10326,89021554,36,no_promo
10327,89028494,30,no_promo
10328,88997771,27,no_promo
10329,89048577,23,no_promo
10330,89042658,24,no_promo
10331,89003426,31,no_promo
10332,89042287,40,no_promo
10333,89012903,25,no_promo
10334,89024330,42,no_promo
10335,89019150,23,no_promo
10336,89017411,23,no_promo
10337,89030270,33,no_promo
10338,89067232,29,SALE15
10339,89041297,18,no_promo
10341,89065061,35,no_promo
10342,89010890,32,no_promo
10343,89007744,23,no_promo
10344,89072533,32,no_promo
10345,89030590,45,SALE15
10346,89008810,21,no_promo
10347,89009229,30,no_promo
10348,88978472,20,no_promo
10349,88995508,32,no_promo
10350,89015785,30,no_promo
10351,89044790,25,no_promo
10352,89028491,33,no_promo
10353,89009049,33,no_promo
10354,88990636,32,no_promo
10355,89028367,25,no_promo
10356,88989208,34,no_promo
10357,89072467,32,no_promo
10358,89022802,25,no_promo
10359,89008771,30,no_promo
10360,89060943,32,SALE15
10361,89056196,28,no_promo
10362,88979481,20,no_promo
10363,89076083,25,no_promo
10364,89069022,18,no_promo
10365,89068206,16,no_promo
10366,89014962,42,no_promo
10367,89015538,31,no_promo
10368,89016377,27,no_promo
10369,88991174,32,no_promo
10370,89074350,26,no_promo
10371,88990501,27,no_promo
10372,89072187,31,no_promo
10373,88983006,23,no_promo
10374,88992841,32,no_promo
10375,89013117,26,no_promo
10376,89045431,28,no_promo
10377,88994674,7,no_promo
10378,88987166,20,no_promo
10379,89005635,30,no_promo
10380,89075478,29,no_promo
10381,88991319,24,no_promo
10382,89012485,28,no_promo
10383,89011840,37,no_promo
10384,88980795,31,no_promo
10385,89031345,41,SALE15
10386,89065451,42,no_promo
10387,88996028,33,no_promo
10388,89067798,26,no_promo
10389,89006275,33,no_promo
10390,89060720,36,no_promo
10391,89062802,26,no_promo
10392,89010132,33,no_promo
10393,89047455,31,no_promo
10394,88982927,25,no_promo
10395,89032686,40,SALE15
10396,89025561,14,no_promo
10397,89052452,31,no_promo
10398,89038232,38,no_promo
10399,89072645,20,no_promo
10400,88990347,28,no_promo
10401,89001032,21,no_promo
10402,89077422,25,no_promo
10403,89009899,32,no_promo
10404,88983534,30,no_promo
10405,89027395,33,no_promo
10406,89045554,34,no_promo
10407,89048633,39,no_promo
10408,89013705,33,no_promo
10409,89037569,16,no_promo
10410,89053888,24,no_promo
10411,89052789,45,no_promo
10412,89046706,32,no_promo
10413,89000794,31,no_promo
10414,89046452,33,no_promo
10415,89048772,22,no_promo
10416,88997007,25,no_promo
10417,88995289,35,no_promo
10418,89014540,36,no_promo
10419,89036033,31,no_promo
10420,89065999,28,no_promo
10421,89061224,12,no_promo
10422,89045043,25,no_promo
10423,89015292,27,no_promo
10424,89057992,27,no_promo
10425,89063050,27,no_promo
10426,89073695,29,no_promo
10427,89026278,35,no_promo
10428,89073254,29,no_promo
10429,89047249,32,no_promo
10430,89068061,36,no_promo
10431,88983442,39,no_promo
10432,89002379,30,SALE15
10433,89076565,28,no_promo
10434,89048333,16,no_promo
10435,89063061,22,no_promo
10436,89055704,21,no_promo
10437,88990215,29,no_promo
10438,88992915,28,no_promo
10439,89061887,18,no_promo
10440,89067623,17,no_promo
10441,89058806,16,SALE15
10442,89070709,29,no_promo
10443,89000755,35,no_promo
10444,89061526,40,no_promo
10445,89018293,38,no_promo
10446,89036448,26,no_promo
10447,89040886,29,no_promo
10448,89039226,23,no_promo
10449,89076252,35,no_promo
10450,88997807,33,no_promo
10451,89053908,18,no_promo
10452,89039022,31,SALE15
10453,89072848,27,no_promo
10454,88999058,20,no_promo
10455,89026824,25,no_promo
10456,89017761,36,no_promo
10457,89005715,28,no_promo
10458,89063582,40,no_promo
10459,89072827,48,no_promo
10460,89000061,30,no_promo
10461,88980269,22,no_promo
10462,89071066,33,no_promo
10463,88980206,26,no_promo
10464,89048382,42,no_promo
10465,89002607,33,no_promo
10466,88988184,29,no_promo
10467,89001103,38,no_promo
10468,89046658,33,no_promo
10469,88984436,22,no_promo
10470,89000973,18,no_promo
10471,88987810,27,no_promo
10472,89071687,30,no_promo
10473,89028950,27,no_promo
10474,89037738,37,no_promo
10475,88991407,26,no_promo
10476,88986458,32,no_promo
10477,89016297,17,no_promo
10478,89050771,37,no_promo
10479,89062795,38,no_promo
10480,89001924,28,no_promo
10481,89038197,33,no_promo
10482,89035792,35,no_promo
10483,88982970,17,no_promo
10484,89063560,33,no_promo
10485,88988115,25,no_promo
10486,88994689,33,no_promo
10487,88995764,20,no_promo
10488,89074310,45,SALE15
10489,89054760,24,no_promo
10490,88991745,40,no_promo
10491,89041422,29,no_promo
10492,89062908,29,no_promo
10493,89046546,42,no_promo
10494,89064348,28,no_promo
10495,89044881,25,no_promo
10496,89056622,24,SALE15
10497,89019622,20,no_promo
10498,89062561,20,no_promo
10499,89037052,21,no_promo
10500,89010832,32,no_promo
10501,89009331,40,no_promo
10502,88989039,24,no_promo
10503,89025866,25,no_promo
10504,89048206,22,no_promo
10505,89040079,23,SALE15
10506,89059054,27,SALE15
10507,89042915,17,no_promo
10508,89036164,26,no_promo
10509,89076311,33,no_promo
10510,89013527,34,no_promo
10511,89009967,27,no_promo
10512,89037807,21,no_promo
10513,89051545,31,no_promo
10514,89069064,40,no_promo
10515,89030337,31,SALE15
10516,89049831,38,no_promo
10517,89053089,43,no_promo
10518,89012571,34,no_promo
10519,89044114,34,SALE15
10520,89038275,31,no_promo
10521,89058334,27,no_promo
10522,88984228,31,no_promo
10523,89037664,32,no_promo
10524,88985933,29,SALE15
10525,89043582,34,SALE15
10526,89019117,31,no_promo
10527,89000246,26,no_promo
10528,89043596,21,no_promo
10529,89035663,23,no_promo
10530,89070286,31,no_promo
10531,89038977,35,no_promo
10532,88993356,26,no_promo
10533,88986039,35,SALE15
10534,89059714,34,no_promo
10535,89026881,25,no_promo
10536,88994085,42,no_promo
10537,89026068,39,no_promo
10538,89051494,33,no_promo
10539,89069758,29,no_promo
10540,89047192,33,no_promo
10541,88979432,32,no_promo
10542,89049865,31,no_promo
10543,89034987,36,no_promo
10544,89032177,26,no_promo
10545,89045745,31,no_promo
10546,89017949,31,no_promo
10547,88981389,28,SALE15
10548,89026797,30,no_promo
10549,89039693,24,no_promo
10550,88985640,29,no_promo
10551,89031614,37,no_promo
10552,88984877,28,no_promo
10553,89025155,17,no_promo
10554,89023497,23,no_promo
10555,89060199,34,no_promo
10556,89042997,27,no_promo
10557,89073250,26,no_promo
10558,89066615,13,no_promo
10559,89001144,31,no_promo
10560,89064507,37,no_promo
10561,89028236,34,no_promo
10562,89004814,26,no_promo
10563,89042219,22,no_promo
10564,89033221,25,no_promo
10565,89008834,14,no_promo
10566,89005580,45,no_promo
10567,89033151,22,no_promo
10568,89076587,26,no_promo
10569,88982595,38,SALE15
10570,88995242,21,no_promo
10571,89025209,27,no_promo
10572,88978077,19,SALE15
10573,89044255,17,no_promo
10574,89013309,36,no_promo
10575,89052998,35,no_promo
10576,89016120,18,no_promo
10577,89045840,28,no_promo
10578,89068628,33,no_promo
10579,89039436,37,no_promo
10580,89042633,16,no_promo
10581,89008252,38,no_promo
10582,89035172,25,SALE15
10583,89046447,19,no_promo
10584,88985577,39,no_promo
10585,89028535,32,SALE15
10586,89002977,25,no_promo
10587,89063752,44,no_promo
10588,89048406,27,no_promo
10589,89040228,21,no_promo
10590,89033862,37,no_promo
10591,89074740,36,no_promo
10592,89061914,24,no_promo
10593,89076591,32,no_promo
10594,88992414,29,no_promo
10595,88998772,26,no_promo
10596,89013731,24,no_promo
10597,89016116,22,no_promo
10598,89056761,35,no_promo
10599,89057339,28,no_promo
10600,89038638,28,no_promo
10601,88980440,14,no_promo
10602,89026718,33,no_promo
10603,89061849,19,no_promo
10604,89035091,24,no_promo
10605,89036739,34,no_promo
10606,89028838,23,no_promo
10607,89065743,39,no_promo
10608,88993587,43,no_promo
10609,88984034,30,no_promo
10610,89077162,26,SALE15
10611,89068115,51,SALE15
10612,89013531,21,no_promo
10613,89005710,31,SALE15
10614,89034115,32,no_promo
10615,89069611,22,no_promo
10616,89073751,34,no_promo
10617,89061339,29,no_promo
10618,89074606,26,no_promo
10619,89032108,35,no_promo
10620,89041075,20,no_promo
10621,89006974,30,no_promo
10622,88984406,27,no_promo
10623,89012448,41,no_promo
10624,89006595,19,no_promo
10625,89029385,32,no_promo
10626,89055937,10,no_promo
10627,89021217,33,no_promo
10628,89044793,29,no_promo
10629,88994471,28,no_promo
10630,89036081,31,no_promo
10631,89022140,26,no_promo
10632,89050320,32,no_promo
10633,89071060,28,no_promo
10634,89067359,28,no_promo
10635,88992095,25,no_promo
10636,89023294,42,no_promo
10637,88983145,24,no_promo
10638,88981124,23,no_promo
10639,88979983,34,SALE15
10640,89017233,30,no_promo
10641,89071497,17,no_promo
10642,89067048,37,no_promo
10643,89075985,28,no_promo
10644,89022509,38,no_promo
10645,89020631,31,no_promo
10646,89019684,21,no_promo
10647,89014326,30,no_promo
10648,88989198,13,no_promo
10649,89065781,47,no_promo
10650,89011640,17,SALE15
10651,88997735,25,no_promo
10652,89014891,29,no_promo
10653,89006089,46,no_promo
10654,89077284,32,no_promo
10655,89052221,20,no_promo
10656,89020723,21,SALE15
10657,89075331,22,no_promo
10658,89000713,38,SALE15
10659,89073048,25,no_promo
10660,89028739,37,no_promo
10661,89063465,25,no_promo
10662,89019803,24,no_promo
10663,89069410,31,SALE15
10664,89055032,31,SALE15
10665,89003447,32,no_promo
10666,89044251,17,no_promo
10667,88985878,16,no_promo
10668,88992506,32,no_promo
10669,89072870,24,no_promo
10670,88990561,40,no_promo
10671,88978196,44,no_promo
10672,88996179,24,no_promo
10673,89053689,32,no_promo
10674,89046950,40,no_promo
10675,89027849,29,no_promo
10676,89066562,23,no_promo
10677,89058926,30,no_promo
10678,89017741,41,no_promo
10679,89046439,35,no_promo
10680,89031711,45,no_promo
10681,89029294,19,no_promo
10682,88992547,33,no_promo
10683,89031937,39,SALE15
10684,89013454,18,no_promo
10685,89061971,27,no_promo
10686,89068141,25,no_promo
10687,89050393,39,no_promo
10688,89030804,30,no_promo
10689,89014588,17,no_promo
10690,89036700,29,no_promo
10691,89042401,30,no_promo
10692,89020804,32,no_promo
10693,89012413,33,no_promo
10694,89057129,18,SALE15
10695,88999610,31,no_promo
10696,89076931,26,no_promo
10697,89027651,22,no_promo
10698,89042923,40,no_promo
10699,89039973,27,SALE15
10700,89061606,29,no_promo
10701,89013975,21,no_promo
10702,88996438,48,no_promo
10703,89021282,33,no_promo
10704,88995344,33,no_promo
10705,89026224,26,no_promo
10706,89073680,19,no_promo
10707,88985550,42,no_promo
10708,89031608,23,no_promo
10709,89028715,36,no_promo
10710,89050024,38,no_promo
10711,88999473,18,no_promo
10712,89077512,21,no_promo
10713,89069139,32,no_promo
10714,89008732,33,no_promo
10715,89056404,26,no_promo
10716,89050860,38,no_promo
10717,88982912,47,no_promo
10718,88993435,34,no_promo
10719,89016005,27,no_promo
10720,89043574,24,no_promo
10721,89026900,30,no_promo
10722,89065512,27,SALE15
10723,89002997,33,SALE15
10724,89032384,23,no_promo
10725,89014989,30,SALE15
10726,88983159,14,no_promo
10727,89002029,34,no_promo
10728,89066594,42,no_promo
10729,89062608,28,no_promo
10730,88983587,33,no_promo
10731,89008290,38,no_promo
10732,89001438,29,no_promo
10733,89034726,34,no_promo
10734,89012432,47,no_promo
10735,89049096,23,no_promo
10736,89026363,22,no_promo
10737,89004637,38,SALE15
10738,89021374,21,no_promo
10739,89020704,27,no_promo
10740,88989159,30,no_promo
10741,88980360,30,no_promo
10742,89067486,20,no_promo
10743,89012959,35,no_promo
10744,88981566,17,no_promo
10745,88980272,26,no_promo
10746,89061718,23,no_promo
10747,88994892,15,SALE15
10748,89064100,31,no_promo
10749,89035855,48,SALE15
10750,88991303,34,no_promo
10751,88992033,27,no_promo
10752,89005996,30,no_promo
10753,88984054,29,no_promo
10754,89025421,18,no_promo
10755,88997892,18,no_promo
10756,89042385,27,no_promo
10757,89007219,36,no_promo
10758,89071204,40,no_promo
10759,89008063,27,SALE15
10760,89055755,32,no_promo
10761,89019048,29,no_promo
10762,89037636,33,no_promo
10763,89069794,33,no_promo
10764,89071704,20,no_promo
10765,89027337,16,no_promo
10766,88991835,15,no_promo
10767,88995534,29,no_promo
10768,89068807,27,no_promo
10769,88984754,16,no_promo
10770,89033206,23,no_promo
10771,88995365,30,no_promo
10772,89013455,30,no_promo
10773,89075353,27,no_promo
10775,89074187,26,no_promo
10776,89009883,35,no_promo
10777,88996017,30,no_promo
10778,89044803,21,SALE15
10779,89011537,39,no_promo
10780,89020459,17,SALE15
10781,89069491,20,no_promo
10782,88983476,37,no_promo
10783,89063320,24,no_promo
10784,89052506,23,no_promo
10785,89044589,32,no_promo
10786,89029868,33,no_promo
10787,89041092,27,no_promo
10788,88983236,26,no_promo
10789,88991339,43,no_promo
10790,89066498,43,no_promo
10791,89053325,32,no_promo
10792,89002072,22,no_promo
10793,89026550,27,no_promo
10794,88978789,32,no_promo
10795,89034314,27,no_promo
10796,89015652,26,no_promo
10797,89027102,40,SALE15
10798,88978099,39,no_promo
10799,89073159,27,no_promo
10800,88992232,27,no_promo
10801,89063013,41,no_promo
10802,89031118,31,no_promo
10803,89061239,43,SALE15
10804,88997918,25,no_promo
10805,89057553,19,no_promo
10806,89046386,38,no_promo
10807,89007079,37,no_promo
10808,88991710,27,no_promo
10809,89043819,25,no_promo
10810,89012421,45,SALE15
10811,88994622,22,SALE15
10812,89007663,36,no_promo
10813,89055721,31,no_promo
10814,89007912,22,no_promo
10815,89037431,21,no_promo
10816,89013995,16,no_promo
10817,89029762,28,no_promo
10818,89048553,31,no_promo
10819,89005075,27,SALE15
10820,89071386,23,no_promo
10821,89020543,16,no_promo
10822,88992705,41,SALE15
10823,89063419,34,no_promo
10824,89036244,25,no_promo
10825,88994302,36,no_promo
10826,89055474,25,no_promo
10827,88993621,45,no_promo
10828,89006456,22,no_promo
10829,89029034,27,no_promo
10830,89065180,23,no_promo
10831,89047370,36,no_promo
10832,88993059,25,no_promo
10833,89014377,18,no_promo
10834,89023000,39,no_promo
10835,89050521,35,no_promo
10836,89020210,38,no_promo
10837,89009415,25,no_promo
10838,89044176,32,no_promo
10839,89027863,38,no_promo
10840,89004037,37,no_promo
10841,89034486,33,no_promo
10842,89054039,32,no_promo
10843,89045386,40,no_promo
10844,89062693,55,no_promo
10845,88991396,30,no_promo
10846,89055516,20,no_promo
10847,89038096,30,no_promo
10848,89036196,35,no_promo
10849,89012117,27,no_promo
10850,88994570,38,no_promo
10851,89066264,28,no_promo
10852,89024897,42,no_promo
10853,89000264,23,no_promo
10854,89069922,33,no_promo
10855,89007351,21,no_promo
10856,89037097,40,no_promo
10857,89061252,32,no_promo
10858,89015118,27,no_promo
10859,88990665,28,no_promo
10860,89067251,37,no_promo
10861,89048174,26,no_promo
10862,89018983,31,no_promo
10863,89020569,22,no_promo
10864,89060119,33,no_promo
10865,89067979,30,no_promo
10866,89075087,24,no_promo
10867,89019430,23,no_promo
10868,88979648,30,no_promo
10869,89033711,44,SALE15
10870,88981996,35,no_promo
10871,89054168,18,no_promo
10872,89019090,31,no_promo
10873,88992858,35,no_promo
10874,89060185,32,no_promo
10875,88998378,29,SALE15
10876,89017356,34,no_promo
10877,89072094,19,SALE15
10878,89068872,31,no_promo
10879,89053725,25,no_promo
10880,89047093,46,no_promo
10881,89055178,40,no_promo
10882,89057742,40,SALE15
10883,88996273,23,no_promo
10884,89028109,20,no_promo
10885,89043621,40,no_promo
10886,89052842,23,no_promo
10887,89070844,36,no_promo
10888,89006055,22,no_promo
10889,89053943,21,no_promo
10890,89026818,42,no_promo
10891,88986623,31,no_promo
10892,89012386,27,no_promo
10893,89026498,36,no_promo
10894,89004109,33,SALE15
10895,88981493,23,no_promo
10896,89034406,31,no_promo
10897,88992371,29,no_promo
10898,89067228,30,no_promo
10899,89040196,28,no_promo
10900,89043639,22,no_promo
10901,89038773,34,no_promo
10902,89011884,32,no_promo
10903,89035429,35,no_promo
10904,89027757,19,no_promo
10905,89012088,19,no_promo
10906,89026152,26,no_promo
10907,89044612,23,no_promo
10908,89034844,36,no_promo
10909,89073249,34,no_promo
10910,89009849,25,no_promo
10911,89037538,17,SALE15
10912,89007057,35,no_promo
10913,89038153,34,no_promo
10914,89017952,36,no_promo
10915,89030614,37,no_promo
10916,89012429,29,no_promo
10917,88988558,38,no_promo
10918,88990148,33,no_promo
10919,89004088,22,no_promo
10920,88981522,22,no_promo
10921,89008129,30,no_promo
10922,89034274,23,no_promo
10923,88978220,30,no_promo
10924,88983026,31,no_promo
10925,88999157,31,no_promo
10926,89010081,36,no_promo
10927,89060565,26,no_promo
10928,89014168,30,no_promo
10929,89040215,23,no_promo
10930,89026589,18,no_promo
10931,89045758,31,no_promo
10932,89041812,26,no_promo
10933,89019478,28,no_promo
10934,89055304,18,no_promo
10935,89047728,43,SALE15
10936,89031730,30,no_promo
10937,89005883,26,no_promo
10938,89020857,41,no_promo
10939,89076569,36,no_promo
10940,89038023,20,no_promo
10941,89046770,48,no_promo
10942,88980158,29,no_promo
10943,88987925,25,no_promo
10944,89075559,34,no_promo
10945,89032739,32,no_promo
10946,89009365,45,no_promo
10947,89069241,39,SALE15
10948,88993748,38,no_promo
10949,89066423,22,no_promo
10950,89011828,16,no_promo
10951,89012977,20,no_promo
10952,89030063,39,SALE15
10953,89070155,27,no_promo
10954,89070307,22,no_promo
10955,89036792,26,no_promo
10956,88986807,30,no_promo
10957,89020700,38,SALE15
10958,89013037,29,no_promo
10959,89036098,21,no_promo
10960,89026551,14,no_promo
10961,88995249,23,no_promo
10962,89031318,33,no_promo
10963,89004041,33,no_promo
10964,89028546,32,no_promo
10965,89044368,39,SALE15
10966,89033351,31,no_promo
10967,89020010,37,no_promo
10968,89045946,35,no_promo
10969,88995229,26,no_promo
10970,88999091,18,SALE15
10971,88993267,38,no_promo
10972,89043206,20,no_promo
10973,89003407,49,no_promo
10974,89016632,31,no_promo
10975,89068719,31,no_promo
10976,89022274,37,no_promo
10977,89074774,20,no_promo
10978,89064962,15,no_promo
10979,89002091,32,no_promo
10980,89053940,20,no_promo
10981,88991968,21,no_promo
10982,89026266,36,no_promo
10983,89060843,34,no_promo
10984,89027133,17,no_promo
10985,88991223,39,no_promo
10986,89047727,22,no_promo
10987,89010570,26,SALE15
10988,89038771,24,no_promo
10989,88987888,27,no_promo
10990,89024028,30,no_promo
10991,89044030,28,SALE15
10992,89017683,23,no_promo
10993,89004299,20,no_promo
10994,89070043,39,no_promo
10995,88997387,38,no_promo
10996,89033268,24,no_promo
10997,89065900,37,no_promo
10998,89036965,35,SALE15
10999,89025540,36,SALE15
11000,89074955,30,no_promo
11001,89003566,27,no_promo
11002,89067794,33,no_promo
11003,89072365,29,no_promo
11004,89038166,22,no_promo
11005,89072041,23,no_promo
11006,89059211,22,SALE15
11007,89008223,28,no_promo
11008,89040524,31,no_promo
11009,89006880,16,no_promo
11010,89005585,34,no_promo
11011,89057782,23,no_promo
11012,89031852,33,no_promo
11013,88997718,44,no_promo
11014,88998711,21,no_promo
11015,89026212,37,SALE15
11016,89050974,30,no_promo
11017,89062739,24,no_promo
11018,88978215,31,no_promo
11019,89055388,24,no_promo
11020,88984396,35,no_promo
11021,88993185,27,no_promo
11022,89020849,23,no_promo
11023,89016330,32,no_promo
11024,88990873,31,no_promo
11025,88999873,20,no_promo
11026,89073525,17,no_promo
11027,89068975,35,no_promo
11028,89002907,24,no_promo
11029,89048291,43,SALE15
11030,89061975,35,no_promo
11031,89003545,33,no_promo
11032,89028098,30,no_promo
11033,89042033,23,no_promo
11034,89027737,34,no_promo
11035,88987869,28,no_promo
11036,89013216,23,no_promo
11037,89063378,27,no_promo
11038,89000740,38,no_promo
11039,88981258,25,no_promo
11040,89013788,33,no_promo
11041,89025768,18,no_promo
11042,89002503,24,no_promo
11043,89074098,27,no_promo
11044,89073017,25,no_promo
11045,88989132,28,no_promo
11046,89070149,19,SALE15
11047,89036591,41,no_promo
11048,89061852,44,no_promo
11049,89027638,24,no_promo
11050,89037055,24,no_promo
11051,88991518,41,no_promo
11052,89036867,32,no_promo
11053,88992219,23,no_promo
11054,88981452,55,no_promo
11055,89068781,14,no_promo
11056,89011114,22,no_promo
11057,88991526,39,no_promo
11058,89009387,36,no_promo
11059,89005363,32,no_promo
11060,89006306,28,no_promo
11061,89003128,33,no_promo
11062,89033293,26,no_promo
11063,89015727,18,no_promo
11064,88997900,29,no_promo
11065,89073783,18,no_promo
11066,89026427,42,SALE15
11067,89005489,36,SALE15
11068,89019866,37,no_promo
11069,89064379,40,no_promo
11070,89070082,24,no_promo
11071,89049423,27,no_promo
11072,89008581,42,no_promo
11073,89035288,16,no_promo
11074,88990454,22,no_promo
11075,88999817,27,no_promo
11076,88990932,31,no_promo
11077,89073175,25,no_promo
11078,89039302,28,SALE15
11079,89055054,29,no_promo
11080,89009488,32,no_promo
11081,89067943,34,SALE15
11082,89070284,27,no_promo
11083,88981228,32,no_promo
11084,89034389,48,no_promo
11085,88999324,15,no_promo
11086,89029178,22,no_promo
11087,89003157,32,no_promo
11088,89019909,35,no_promo
11089,89007938,21,no_promo
11090,89011520,29,no_promo
11091,89018374,23,no_promo
11092,89039529,33,no_promo
11093,88985146,31,no_promo
11094,89072457,36,no_promo
11095,88981984,47,no_promo
11096,89012601,26,no_promo
11097,89015617,19,no_promo
11098,89055628,39,no_promo
11099,89040758,35,no_promo
11100,88987696,31,no_promo
11101,89045039,14,no_promo
11102,89024908,31,no_promo
11103,89027277,24,no_promo
11104,89028229,29,no_promo
11105,88981406,23,no_promo
11106,89046362,27,no_promo
11107,89040699,44,no_promo
11108,89063519,20,no_promo
11109,88990677,29,no_promo
11110,89048987,33,no_promo
11111,89040945,34,no_promo
11112,88981699,16,no_promo
11113,88998651,39,no_promo
11114,89044528,13,no_promo
11115,89070557,35,no_promo
11116,89024603,16,no_promo
11117,89032259,38,SALE15
11118,89020722,28,no_promo
11119,89073515,31,no_promo
11120,89023932,29,no_promo
11121,89029970,14,no_promo
11122,89052638,39,no_promo
11123,88990285,26,no_promo
11124,88986378,19,no_promo
11125,89026344,25,no_promo
11126,89001913,31,no_promo
11127,89018684,20,no_promo
11128,89018305,15,SALE15
11129,89048350,27,no_promo
11130,89029192,22,no_promo
11131,88995031,32,no_promo
11132,88999410,23,no_promo
11133,89066786,28,no_promo
11134,88985133,29,SALE15
11135,89021461,37,no_promo
11136,89062956,22,no_promo
11137,88991281,25,no_promo
11138,89041410,35,no_promo
11139,89001294,32,no_promo
11140,88978884,50,no_promo
11141,89071128,28,no_promo
11142,89043304,17,no_promo
11143,89017547,31,no_promo
11144,89023432,27,no_promo
11145,88992920,37,no_promo
11146,89070825,28,no_promo
11147,89029090,25,no_promo
11148,89053654,27,no_promo
11149,89064960,16,no_promo
11150,89000671,28,no_promo
11151,89075381,30,no_promo
11152,89040073,43,no_promo
11153,88985628,21,no_promo
11154,89041612,38,no_promo
11155,89008216,21,SALE15
11156,89070366,33,no_promo
11157,89064443,28,SALE15
11158,89036219,36,no_promo
11159,89047725,43,no_promo
11160,89035688,41,no_promo
11161,88991942,18,no_promo
11162,89004156,17,no_promo
11163,89027413,24,no_promo
11164,89050125,22,no_promo
11165,89058246,33,no_promo
11166,89019824,24,no_promo
11167,89072566,22,no_promo
11168,88979769,42,no_promo
11169,89044413,30,no_promo
11170,89002140,26,no_promo
11171,89017781,39,no_promo
11172,88978782,28,no_promo
11173,89041169,51,SALE15
11174,88989827,13,SALE15
11175,89042079,34,no_promo
11176,89012674,41,no_promo
11177,89048130,37,no_promo
11178,89036392,37,no_promo
11179,89057306,32,no_promo
11180,89049369,34,no_promo
11181,89022888,30,no_promo
11182,89076812,27,no_promo
11183,89047148,36,no_promo
11184,88997987,34,no_promo
11185,89006335,25,no_promo
11186,89075948,39,no_promo
11187,88991542,38,no_promo
11188,89062961,30,SALE15
11189,89062079,24,SALE15
11190,88981541,24,no_promo
11191,89030380,20,no_promo
11192,88978194,26,no_promo
11193,88981418,31,no_promo
11194,89001221,26,no_promo
11195,89045777,31,no_promo
11196,89076230,32,no_promo
11197,89058234,28,no_promo
11198,89035452,21,no_promo
11199,89006971,33,no_promo
11200,89020827,24,no_promo
11201,89030996,39,no_promo
11202,88996671,30,no_promo
11203,89067418,32,no_promo
11204,89006370,26,SALE15
11205,89011582,30,no_promo
11206,89024943,20,no_promo
11207,89010584,21,no_promo
11208,89057719,35,no_promo
11209,89008203,33,no_promo
11210,89005213,29,no_promo
11211,88995445,33,no_promo
11212,89030792,24,no_promo
11213,88980618,24,no_promo
11214,89048844,36,no_promo
11215,89032624,45,no_promo
11216,89020918,20,no_promo
11217,89060311,46,no_promo
11218,89053877,28,no_promo
11219,89012257,39,no_promo
11220,89031792,25,no_promo
11221,89019154,36,no_promo
11222,88999370,31,no_promo
11223,89071921,34,no_promo
11224,88996225,26,no_promo
11225,89040229,27,no_promo
11226,88985600,34,SALE15
11227,89038634,31,no_promo
11228,89019963,47,no_promo
11229,89029628,24,no_promo
11230,89010898,25,no_promo
11231,89051732,26,no_promo
11232,89017634,16,SALE15
11233,89066780,23,no_promo
11234,89041869,36,no_promo
11235,89040320,31,no_promo
11236,89067776,11,no_promo
11237,89045625,31,no_promo
11238,89062069,33,no_promo
11239,88987608,33,no_promo
11240,89068211,40,no_promo
11241,88995298,21,no_promo
11242,89072530,25,no_promo
